"formula","Incubation_Temp","A_priori_CUE"
"C18H30O6","15C","High"
"C18H30O6","45C","High"
"C20H38O4","25C","High"
"C20H38O4","45C","High"
"C20H38O4","45C","Low"
"C19H20O6","25C","High"
"C19H20O6","45C","High"
"C19H20O6","45C","Low"
"C16H24O8","15C","High"
"C16H24O8","25C","High"
"C16H24O8","25C","Low"
"C16H24O8","45C","High"
"C16H24O8","45C","Low"
"C17H28O7","15C","High"
"C17H28O7","15C","Low"
"C17H28O7","25C","High"
"C17H28O7","25C","Low"
"C17H28O7","45C","High"
"C17H28O7","45C","Low"
"C18H32O6","15C","High"
"C18H32O6","45C","High"
"C19H36O5","25C","High"
"C19H36O5","45C","High"
"C19H36O5","45C","Low"
"C20H40O4","15C","High"
"C20H40O4","25C","High"
"C20H40O4","45C","High"
"C20H40O4","45C","Low"
"C18H18O7","45C","High"
"C18H18O7","45C","Low"
"C15H22O9","45C","Low"
"C19H22O6","45C","High"
"C19H22O6","45C","Low"
"C16H26O8","15C","High"
"C16H26O8","15C","Low"
"C16H26O8","25C","High"
"C16H26O8","25C","Low"
"C16H26O8","45C","Low"
"C20H26O5","15C","High"
"C20H26O5","15C","Low"
"C20H26O5","25C","High"
"C20H26O5","25C","Low"
"C20H26O5","45C","High"
"C20H26O5","45C","Low"
"C17H30O7","15C","High"
"C17H30O7","15C","Low"
"C17H30O7","25C","High"
"C17H30O7","25C","Low"
"C17H30O7","45C","High"
"C17H30O7","45C","Low"
"C18H34O6","15C","High"
"C18H34O6","15C","Low"
"C18H34O6","25C","High"
"C18H34O6","25C","Low"
"C18H34O6","45C","High"
"C18H34O6","45C","Low"
"C19H38O5","25C","High"
"C19H38O5","45C","High"
"C19H38O5","45C","Low"
"C17H16O8","25C","High"
"C18H20O7","25C","High"
"C18H20O7","45C","High"
"C18H20O7","45C","Low"
"C19H24O6","15C","Low"
"C19H24O6","15C","High"
"C19H24O6","25C","High"
"C19H24O6","25C","Low"
"C19H24O6","45C","High"
"C19H24O6","45C","Low"
"C16H28O8","15C","High"
"C16H28O8","15C","Low"
"C16H28O8","25C","High"
"C16H28O8","25C","Low"
"C16H28O8","45C","High"
"C16H28O8","45C","Low"
"C20H28O5","15C","Low"
"C20H28O5","25C","Low"
"C20H28O5","45C","Low"
"C17H32O7","15C","High"
"C17H32O7","15C","Low"
"C17H32O7","25C","High"
"C17H32O7","45C","High"
"C17H32O7","45C","Low"
"C20H31O4N1","45C","High"
"C17H18O8","45C","High"
"C17H18O8","45C","Low"
"C18H22O7","25C","High"
"C18H22O7","25C","Low"
"C18H22O7","45C","High"
"C18H22O7","45C","Low"
"C19H26O6","15C","High"
"C19H26O6","45C","High"
"C18H24O7","15C","High"
"C18H24O7","15C","Low"
"C18H24O7","25C","High"
"C18H24O7","25C","Low"
"C18H24O7","45C","High"
"C18H24O7","45C","Low"
"C19H28O6","15C","High"
"C19H28O6","15C","Low"
"C19H28O6","25C","High"
"C19H28O6","25C","Low"
"C19H28O6","45C","High"
"C19H28O6","45C","Low"
"C16H18O9","15C","Low"
"C17H22O8","25C","Low"
"C18H26O7","15C","High"
"C18H26O7","15C","Low"
"C18H26O7","25C","High"
"C18H26O7","25C","Low"
"C18H26O7","45C","High"
"C18H26O7","45C","Low"
"C20H34O5","15C","High"
"C20H34O5","15C","Low"
"C20H34O5","25C","High"
"C20H34O5","25C","Low"
"C20H34O5","45C","High"
"C20H34O5","45C","Low"
"C23H46O2","15C","High"
"C23H46O2","15C","Low"
"C23H46O2","25C","High"
"C23H46O2","25C","Low"
"C23H46O2","45C","High"
"C19H16O7","25C","High"
"C17H24O8","15C","High"
"C17H24O8","15C","Low"
"C17H24O8","25C","High"
"C17H24O8","25C","Low"
"C17H24O8","45C","High"
"C17H24O8","45C","Low"
"C19H32O6","15C","High"
"C19H32O6","15C","Low"
"C19H32O6","25C","High"
"C19H32O6","25C","Low"
"C19H32O6","45C","High"
"C19H32O6","45C","Low"
"C20H36O5","15C","High"
"C20H36O5","15C","Low"
"C20H36O5","25C","High"
"C20H36O5","25C","Low"
"C20H36O5","45C","High"
"C20H36O5","45C","Low"
"C21H40O4","15C","Low"
"C21H40O4","15C","High"
"C21H40O4","25C","Low"
"C22H44O3","15C","Low"
"C22H44O3","15C","High"
"C22H44O3","45C","High"
"C19H18O7","15C","High"
"C19H18O7","15C","Low"
"C19H18O7","25C","High"
"C19H18O7","25C","Low"
"C19H18O7","45C","Low"
"C19H18O7","45C","High"
"C16H22O9","25C","High"
"C16H22O9","45C","Low"
"C16H22O9","45C","High"
"C20H22O6","45C","High"
"C17H26O8","15C","High"
"C17H26O8","15C","Low"
"C17H26O8","25C","High"
"C17H26O8","25C","Low"
"C17H26O8","45C","High"
"C17H26O8","45C","Low"
"C18H30O7","15C","High"
"C18H30O7","15C","Low"
"C18H30O7","25C","High"
"C18H30O7","25C","Low"
"C18H30O7","45C","High"
"C18H30O7","45C","Low"
"C19H34O6","45C","High"
"C20H38O5","15C","High"
"C20H38O5","15C","Low"
"C20H38O5","25C","High"
"C20H38O5","45C","High"
"C20H38O5","45C","Low"
"C21H42O4","15C","High"
"C19H20O7","15C","Low"
"C19H20O7","25C","High"
"C19H20O7","25C","Low"
"C19H20O7","45C","High"
"C19H20O7","45C","Low"
"C20H24O6","25C","High"
"C20H24O6","45C","Low"
"C17H28O8","15C","High"
"C17H28O8","15C","Low"
"C17H28O8","25C","High"
"C17H28O8","25C","Low"
"C17H28O8","45C","High"
"C17H28O8","45C","Low"
"C18H32O7","15C","High"
"C18H32O7","15C","Low"
"C18H32O7","25C","High"
"C18H32O7","25C","Low"
"C18H32O7","45C","High"
"C18H32O7","45C","Low"
"C19H36O6","15C","Low"
"C19H36O6","15C","High"
"C19H36O6","25C","High"
"C20H40O5","45C","High"
"C19H22O7","25C","High"
"C19H22O7","45C","High"
"C19H22O7","45C","Low"
"C20H26O6","15C","High"
"C20H26O6","45C","High"
"C17H30O8","15C","Low"
"C17H30O8","15C","High"
"C17H30O8","25C","High"
"C17H30O8","25C","Low"
"C17H30O8","45C","High"
"C17H30O8","45C","Low"
"C18H34O7","15C","Low"
"C18H34O7","15C","High"
"C18H34O7","25C","High"
"C18H34O7","25C","Low"
"C18H34O7","45C","High"
"C18H34O7","45C","Low"
"C20H29O5N1","45C","High"
"C18H20O8","25C","High"
"C19H24O7","15C","Low"
"C19H24O7","25C","High"
"C19H24O7","25C","Low"
"C19H24O7","45C","High"
"C19H24O7","45C","Low"
"C20H28O6","45C","High"
"C21H32O5","15C","High"
"C21H32O5","15C","Low"
"C21H32O5","25C","Low"
"C21H32O5","25C","High"
"C21H32O5","45C","High"
"C21H32O5","45C","Low"
"C20H31O5N1","45C","High"
"C20H31O5N1","45C","Low"
"C19H26O7","15C","High"
"C19H26O7","15C","Low"
"C19H26O7","25C","High"
"C19H26O7","25C","Low"
"C19H26O7","45C","High"
"C19H26O7","45C","Low"
"C20H30O6","45C","High"
"C21H34O5","15C","Low"
"C21H34O5","15C","High"
"C21H34O5","25C","Low"
"C21H34O5","25C","High"
"C21H34O5","45C","High"
"C21H34O5","45C","Low"
"C19H28O7","15C","High"
"C19H28O7","15C","Low"
"C19H28O7","25C","High"
"C19H28O7","25C","Low"
"C19H28O7","45C","High"
"C19H28O7","45C","Low"
"C20H32O6","15C","High"
"C20H32O6","45C","High"
"C21H36O5","15C","High"
"C21H36O5","15C","Low"
"C21H36O5","25C","High"
"C21H36O5","25C","Low"
"C21H36O5","45C","High"
"C21H36O5","45C","Low"
"C24H48O2","15C","High"
"C24H48O2","15C","Low"
"C24H48O2","25C","High"
"C24H48O2","25C","Low"
"C24H48O2","45C","High"
"C24H48O2","45C","Low"
"C18H26O8","15C","Low"
"C18H26O8","15C","High"
"C18H26O8","25C","Low"
"C18H26O8","25C","High"
"C18H26O8","45C","High"
"C18H26O8","45C","Low"
"C19H30O7","15C","High"
"C19H30O7","15C","Low"
"C19H30O7","25C","High"
"C19H30O7","25C","Low"
"C19H30O7","45C","High"
"C19H30O7","45C","Low"
"C20H34O6","15C","High"
"C20H34O6","15C","Low"
"C20H34O6","25C","High"
"C20H34O6","25C","Low"
"C20H34O6","45C","High"
"C20H34O6","45C","Low"
"C21H38O5","15C","Low"
"C21H38O5","45C","High"
"C21H38O5","45C","Low"
"C23H46O3","15C","High"
"C23H46O3","15C","Low"
"C23H46O3","25C","High"
"C23H46O3","25C","Low"
"C23H46O3","45C","Low"
"C23H46O3","45C","High"
"C20H20O7","25C","High"
"C20H20O7","45C","High"
"C20H20O7","45C","Low"
"C18H28O8","45C","High"
"C19H32O7","15C","High"
"C19H32O7","15C","Low"
"C19H32O7","25C","High"
"C19H32O7","25C","Low"
"C19H32O7","45C","High"
"C19H32O7","45C","Low"
"C20H36O6","15C","High"
"C20H36O6","45C","High"
"C20H36O6","45C","Low"
"C20H22O7","45C","High"
"C18H30O8","15C","High"
"C18H30O8","15C","Low"
"C18H30O8","25C","High"
"C18H30O8","25C","Low"
"C18H30O8","45C","High"
"C18H30O8","45C","Low"
"C19H34O7","15C","Low"
"C19H34O7","15C","High"
"C19H34O7","25C","High"
"C19H34O7","25C","Low"
"C19H34O7","45C","High"
"C19H34O7","45C","Low"
"C20H38O6","15C","High"
"C20H38O6","15C","Low"
"C20H38O6","25C","High"
"C20H38O6","25C","Low"
"C20H38O6","45C","High"
"C20H38O6","45C","Low"
"C19H20O8","45C","Low"
"C20H24O7","15C","Low"
"C20H24O7","25C","High"
"C20H24O7","45C","High"
"C20H24O7","45C","Low"
"C18H32O8","15C","High"
"C18H32O8","25C","Low"
"C18H32O8","25C","High"
"C18H32O8","45C","High"
"C18H32O8","45C","Low"
"C19H22O8","45C","High"
"C20H26O7","15C","Low"
"C20H26O7","15C","High"
"C20H26O7","25C","High"
"C20H26O7","25C","Low"
"C20H26O7","45C","High"
"C21H30O6","15C","High"
"C21H30O6","15C","Low"
"C21H30O6","25C","High"
"C21H30O6","25C","Low"
"C21H30O6","45C","High"
"C21H30O6","45C","Low"
"C18H34O8","15C","High"
"C18H34O8","45C","High"
"C18H34O8","45C","Low"
"C22H34O5","15C","Low"
"C22H34O5","25C","High"
"C19H24O8","25C","Low"
"C19H24O8","45C","Low"
"C20H28O7","15C","High"
"C20H28O7","15C","Low"
"C20H28O7","25C","High"
"C20H28O7","25C","Low"
"C20H28O7","45C","High"
"C20H28O7","45C","Low"
"C21H32O6","15C","High"
"C21H32O6","15C","Low"
"C21H32O6","25C","High"
"C21H32O6","25C","Low"
"C21H32O6","45C","High"
"C21H32O6","45C","Low"
"C22H36O5","45C","High"
"C21H35O5N1","45C","Low"
"C21H35O5N1","45C","High"
"C19H26O8","15C","Low"
"C19H26O8","15C","High"
"C19H26O8","25C","High"
"C19H26O8","25C","Low"
"C19H26O8","45C","High"
"C20H30O7","45C","High"
"C21H34O6","15C","High"
"C21H34O6","15C","Low"
"C21H34O6","25C","High"
"C21H34O6","25C","Low"
"C21H34O6","45C","High"
"C21H34O6","45C","Low"
"C22H38O5","45C","Low"
"C25H50O2","15C","Low"
"C25H50O2","15C","High"
"C19H28O8","15C","High"
"C19H28O8","15C","Low"
"C19H28O8","25C","High"
"C19H28O8","25C","Low"
"C19H28O8","45C","High"
"C19H28O8","45C","Low"
"C20H32O7","15C","High"
"C20H32O7","25C","High"
"C20H32O7","45C","High"
"C21H36O6","15C","High"
"C21H36O6","15C","Low"
"C21H36O6","25C","High"
"C21H36O6","25C","Low"
"C21H36O6","45C","High"
"C21H36O6","45C","Low"
"C24H48O3","15C","High"
"C24H48O3","15C","Low"
"C24H48O3","25C","High"
"C24H48O3","25C","Low"
"C24H48O3","45C","High"
"C24H48O3","45C","Low"
"C18H26O9","15C","High"
"C22H26O6","25C","Low"
"C19H30O8","15C","High"
"C19H30O8","15C","Low"
"C19H30O8","25C","High"
"C19H30O8","25C","Low"
"C19H30O8","45C","High"
"C19H30O8","45C","Low"
"C20H34O7","15C","High"
"C20H34O7","15C","Low"
"C20H34O7","25C","High"
"C20H34O7","25C","Low"
"C20H34O7","45C","High"
"C20H34O7","45C","Low"
"C21H38O6","15C","High"
"C21H38O6","15C","Low"
"C21H38O6","25C","High"
"C21H38O6","45C","High"
"C21H38O6","45C","Low"
"C23H46O4","15C","Low"
"C19H32O8","15C","Low"
"C19H32O8","15C","High"
"C19H32O8","25C","High"
"C19H32O8","25C","Low"
"C19H32O8","45C","High"
"C19H32O8","45C","Low"
"C21H40O6","25C","High"
"C21H40O6","45C","Low"
"C21H40O6","45C","High"
"C20H22O8","25C","High"
"C20H22O8","45C","High"
"C20H22O8","45C","Low"
"C18H30O9","25C","High"
"C19H34O8","25C","High"
"C19H34O8","45C","Low"
"C20H38O7","15C","High"
"C20H38O7","45C","High"
"C20H24O8","25C","High"
"C20H24O8","25C","Low"
"C20H24O8","45C","High"
"C20H24O8","45C","Low"
"C21H28O7","25C","Low"
"C21H28O7","25C","High"
"C21H28O7","45C","Low"
"C22H32O6","15C","Low"
"C22H32O6","15C","High"
"C22H32O6","25C","High"
"C22H32O6","25C","Low"
"C22H32O6","45C","High"
"C22H32O6","45C","Low"
"C20H40O7","15C","High"
"C20H40O7","25C","High"
"C20H40O7","45C","Low"
"C20H40O7","45C","High"
"C20H26O8","15C","Low"
"C20H26O8","25C","High"
"C20H26O8","25C","Low"
"C20H26O8","45C","High"
"C20H26O8","45C","Low"
"C21H30O7","15C","Low"
"C21H30O7","15C","High"
"C21H30O7","25C","High"
"C21H30O7","25C","Low"
"C21H30O7","45C","High"
"C21H30O7","45C","Low"
"C22H34O6","15C","High"
"C22H34O6","15C","Low"
"C22H34O6","25C","Low"
"C22H34O6","25C","High"
"C22H34O6","45C","High"
"C22H34O6","45C","Low"
"C23H38O5","25C","High"
"C20H28O8","15C","Low"
"C20H28O8","15C","High"
"C20H28O8","25C","High"
"C20H28O8","25C","Low"
"C20H28O8","45C","Low"
"C20H28O8","45C","High"
"C21H32O7","15C","High"
"C21H32O7","15C","Low"
"C21H32O7","25C","High"
"C21H32O7","25C","Low"
"C21H32O7","45C","High"
"C21H32O7","45C","Low"
"C22H36O6","15C","High"
"C22H36O6","15C","Low"
"C22H36O6","25C","High"
"C22H36O6","25C","Low"
"C22H36O6","45C","High"
"C23H40O5","45C","High"
"C26H52O2","15C","Low"
"C26H52O2","15C","High"
"C26H52O2","25C","High"
"C26H52O2","45C","Low"
"C20H30O8","15C","High"
"C20H30O8","15C","Low"
"C20H30O8","25C","High"
"C20H30O8","25C","Low"
"C20H30O8","45C","High"
"C20H30O8","45C","Low"
"C21H34O7","15C","High"
"C21H34O7","15C","Low"
"C21H34O7","25C","High"
"C21H34O7","25C","Low"
"C21H34O7","45C","High"
"C21H34O7","45C","Low"
"C22H38O6","15C","Low"
"C22H38O6","25C","High"
"C22H38O6","45C","High"
"C22H38O6","45C","Low"
"C24H46O4","15C","Low"
"C24H46O4","15C","High"
"C24H46O4","25C","High"
"C25H50O3","25C","High"
"C19H28O9","15C","Low"
"C19H28O9","15C","High"
"C19H28O9","25C","Low"
"C19H28O9","25C","High"
"C20H32O8","15C","High"
"C20H32O8","15C","Low"
"C20H32O8","25C","High"
"C20H32O8","25C","Low"
"C20H32O8","45C","High"
"C20H32O8","45C","Low"
"C21H36O7","15C","High"
"C21H36O7","15C","Low"
"C21H36O7","25C","High"
"C21H36O7","25C","Low"
"C21H36O7","45C","High"
"C21H36O7","45C","Low"
"C22H40O6","45C","High"
"C24H48O4","15C","Low"
"C24H48O4","25C","High"
"C24H48O4","45C","Low"
"C24H48O4","45C","High"
"C22H26O7","15C","Low"
"C22H26O7","15C","High"
"C22H26O7","25C","High"
"C19H30O9","15C","Low"
"C19H30O9","15C","High"
"C19H30O9","25C","High"
"C19H30O9","25C","Low"
"C19H30O9","45C","High"
"C19H30O9","45C","Low"
"C20H34O8","15C","Low"
"C20H34O8","15C","High"
"C20H34O8","25C","High"
"C20H34O8","25C","Low"
"C20H34O8","45C","High"
"C20H34O8","45C","Low"
"C21H38O7","15C","Low"
"C21H38O7","15C","High"
"C21H38O7","25C","High"
"C21H38O7","25C","Low"
"C21H38O7","45C","High"
"C21H38O7","45C","Low"
"C19H32O9","15C","Low"
"C19H32O9","15C","High"
"C19H32O9","25C","High"
"C19H32O9","45C","Low"
"C19H32O9","45C","High"
"C20H36O8","15C","Low"
"C20H36O8","15C","High"
"C20H36O8","25C","High"
"C20H36O8","25C","Low"
"C20H36O8","45C","Low"
"C21H40O7","15C","High"
"C21H40O7","25C","High"
"C21H40O7","45C","Low"
"C21H40O7","45C","High"
"C24H38O5","15C","High"
"C24H38O5","25C","High"
"C21H28O8","25C","High"
"C22H32O7","15C","Low"
"C22H32O7","15C","High"
"C22H32O7","25C","High"
"C22H32O7","25C","Low"
"C22H32O7","45C","High"
"C22H32O7","45C","Low"
"C23H36O6","15C","High"
"C23H36O6","15C","Low"
"C23H36O6","25C","High"
"C23H36O6","25C","Low"
"C23H36O6","45C","High"
"C23H36O6","45C","Low"
"C24H40O5","25C","High"
"C24H40O5","45C","Low"
"C21H30O8","15C","Low"
"C21H30O8","15C","High"
"C21H30O8","25C","High"
"C21H30O8","25C","Low"
"C21H30O8","45C","High"
"C21H30O8","45C","Low"
"C22H34O7","15C","High"
"C22H34O7","15C","Low"
"C22H34O7","25C","High"
"C22H34O7","25C","Low"
"C22H34O7","45C","High"
"C22H34O7","45C","Low"
"C23H38O6","15C","Low"
"C23H38O6","15C","High"
"C23H38O6","25C","High"
"C23H38O6","25C","Low"
"C23H38O6","45C","High"
"C23H38O6","45C","Low"
"C21H32O8","15C","Low"
"C21H32O8","15C","High"
"C21H32O8","25C","High"
"C21H32O8","25C","Low"
"C21H32O8","45C","High"
"C21H32O8","45C","Low"
"C22H36O7","15C","High"
"C22H36O7","15C","Low"
"C22H36O7","25C","High"
"C22H36O7","25C","Low"
"C22H36O7","45C","High"
"C22H36O7","45C","Low"
"C23H40O6","15C","Low"
"C23H40O6","15C","High"
"C23H40O6","25C","High"
"C23H40O6","45C","Low"
"C20H30O9","15C","High"
"C20H30O9","25C","Low"
"C20H30O9","25C","High"
"C21H34O8","15C","Low"
"C21H34O8","15C","High"
"C21H34O8","25C","High"
"C21H34O8","25C","Low"
"C21H34O8","45C","High"
"C21H34O8","45C","Low"
"C22H38O7","15C","Low"
"C22H38O7","15C","High"
"C22H38O7","25C","High"
"C22H38O7","25C","Low"
"C22H38O7","45C","High"
"C22H38O7","45C","Low"
"C20H32O9","15C","Low"
"C20H32O9","15C","High"
"C20H32O9","25C","High"
"C21H36O8","15C","Low"
"C21H36O8","15C","High"
"C21H36O8","25C","High"
"C21H36O8","25C","Low"
"C21H36O8","45C","Low"
"C21H36O8","45C","High"
"C22H26O8","15C","High"
"C20H34O9","15C","High"
"C21H38O8","25C","High"
"C21H38O8","45C","High"
"C23H34O7","15C","Low"
"C23H34O7","15C","High"
"C23H34O7","25C","High"
"C23H34O7","25C","Low"
"C23H34O7","45C","High"
"C23H34O7","45C","Low"
"C24H38O6","15C","High"
"C24H38O6","45C","High"
"C24H38O6","45C","Low"
"C22H32O8","15C","Low"
"C22H32O8","15C","High"
"C22H32O8","25C","Low"
"C22H32O8","25C","High"
"C22H32O8","45C","High"
"C22H32O8","45C","Low"
"C23H36O7","15C","High"
"C23H36O7","15C","Low"
"C23H36O7","25C","High"
"C23H36O7","25C","Low"
"C23H36O7","45C","High"
"C23H36O7","45C","Low"
"C24H40O6","25C","High"
"C24H40O6","45C","High"
"C24H40O6","45C","Low"
"C29H44O2","15C","High"
"C29H44O2","15C","Low"
"C29H44O2","25C","High"
"C29H44O2","25C","Low"
"C29H44O2","45C","High"
"C29H44O2","45C","Low"
"C21H30O9","15C","High"
"C22H34O8","15C","Low"
"C22H34O8","15C","High"
"C22H34O8","25C","High"
"C22H34O8","25C","Low"
"C22H34O8","45C","High"
"C22H34O8","45C","Low"
"C23H38O7","15C","High"
"C23H38O7","15C","Low"
"C23H38O7","25C","High"
"C23H38O7","25C","Low"
"C23H38O7","45C","High"
"C23H38O7","45C","Low"
"C24H42O6","45C","High"
"C26H50O4","15C","Low"
"C20H28O10","45C","High"
"C21H32O9","15C","High"
"C21H32O9","25C","High"
"C21H32O9","45C","Low"
"C21H32O9","45C","High"
"C22H36O8","15C","Low"
"C22H36O8","15C","High"
"C22H36O8","25C","High"
"C22H36O8","25C","Low"
"C22H36O8","45C","High"
"C22H36O8","45C","Low"
"C23H40O7","15C","Low"
"C23H40O7","15C","High"
"C23H40O7","25C","High"
"C23H40O7","45C","High"
"C23H40O7","45C","Low"
"C24H30O7","45C","Low"
"C24H30O7","45C","High"
"C21H34O9","15C","Low"
"C21H34O9","15C","High"
"C21H34O9","25C","Low"
"C21H34O9","25C","High"
"C21H34O9","45C","Low"
"C21H34O9","45C","High"
"C22H38O8","15C","High"
"C22H38O8","25C","High"
"C22H38O8","45C","Low"
"C22H38O8","45C","High"
"C23H42O7","45C","High"
"C21H36O9","15C","High"
"C21H36O9","25C","High"
"C21H36O9","25C","Low"
"C21H36O9","45C","Low"
"C21H36O9","45C","High"
"C25H38O6","45C","Low"
"C23H32O8","25C","Low"
"C23H32O8","45C","Low"
"C24H36O7","15C","Low"
"C24H36O7","15C","High"
"C24H36O7","25C","High"
"C24H36O7","25C","Low"
"C24H36O7","45C","High"
"C24H36O7","45C","Low"
"C23H34O8","15C","High"
"C23H34O8","15C","Low"
"C23H34O8","25C","High"
"C23H34O8","25C","Low"
"C23H34O8","45C","High"
"C23H34O8","45C","Low"
"C24H38O7","15C","High"
"C24H38O7","25C","Low"
"C24H38O7","25C","High"
"C22H32O9","15C","Low"
"C22H32O9","15C","High"
"C22H32O9","25C","High"
"C22H32O9","25C","Low"
"C22H32O9","45C","High"
"C23H36O8","45C","High"
"C24H40O7","45C","High"
"C28H40O4","45C","High"
"C29H44O3","45C","High"
"C22H34O9","45C","High"
"C23H38O8","45C","High"
"C24H42O7","45C","High"
"C22H36O9","45C","High"
"C23H40O8","15C","High"
"C23H40O8","25C","High"
"C23H40O8","45C","High"
"C23H40O8","45C","Low"
"C22H38O9","45C","High"
"C21H36O10","45C","High"
"C25H36O7","25C","Low"
"C25H36O7","45C","Low"
"C23H34O9","15C","High"
"C24H38O8","45C","Low"
"C25H42O7","15C","High"
"C25H42O7","45C","High"
"C28H54O4","15C","Low"
"C23H36O9","45C","High"
"C24H40O8","15C","Low"
"C24H40O8","15C","High"
"C24H40O8","25C","High"
"C24H40O8","25C","Low"
"C24H40O8","45C","High"
"C24H40O8","45C","Low"
"C23H38O9","15C","High"
"C23H38O9","45C","High"
"C24H42O8","45C","High"
"C25H36O8","45C","High"
"C26H42O7","45C","High"
"C25H40O8","45C","High"
"C28H54O5","15C","Low"
"C23H36O10","45C","High"
"C23H40O10","45C","High"
"C26H38O8","45C","High"
"C25H36O9","15C","Low"
"C25H36O9","25C","High"
"C25H36O9","25C","Low"
"C25H36O9","45C","High"
"C25H36O9","45C","Low"
"C25H38O9","45C","High"
"C26H42O8","45C","High"
"C25H40O9","45C","High"
"C23H36O11","45C","High"
"C27H40O8","25C","High"
"C27H40O8","45C","Low"
"C27H40O8","45C","High"
"C26H38O9","45C","High"
"C28H46O7","45C","High"
"C27H44O8","45C","High"
"C27H40O9","45C","High"
"C28H44O8","45C","High"
"C27H44O9","45C","High"
"C28H48O8","45C","High"
"C25H40O11","45C","High"
"C26H44O10","45C","High"
"C28H42O9","45C","High"
"C27H40O10","45C","High"
"C29H48O8","45C","High"
"C28H46O9","45C","High"
"C28H48O9","45C","High"
"C29H52O8","45C","Low"
"C28H42O10","15C","Low"
"C28H42O10","25C","Low"
"C28H42O10","45C","Low"
"C29H50O9","15C","Low"
"C29H50O9","15C","High"
"C29H50O9","25C","Low"
"C29H50O9","25C","High"
"C29H50O9","45C","High"
"C29H50O9","45C","Low"
"C28H48O10","15C","Low"
"C28H48O10","25C","High"
"C28H48O10","45C","Low"
"C30H44O9","15C","Low"
"C30H44O9","25C","High"
"C30H44O9","25C","Low"
"C31H50O8","45C","High"
"C31H50O8","45C","Low"
"C29H44O10","15C","Low"
"C29H44O10","25C","High"
"C29H44O10","25C","Low"
"C29H44O10","45C","Low"
"C29H44O10","45C","High"
"C30H48O9","45C","High"
"C30H36O10","25C","High"
"C30H36O10","45C","High"
"C30H36O10","45C","Low"
"C28H44O11","15C","Low"
"C28H44O11","25C","High"
"C28H44O11","25C","Low"
"C28H44O11","45C","Low"
"C28H44O11","45C","High"
"C30H38O10","45C","High"
"C30H38O10","45C","Low"
"C31H46O9","15C","Low"
"C34H58O6","45C","Low"
"C28H36O12","15C","High"
"C28H36O12","15C","Low"
"C28H36O12","25C","High"
"C28H36O12","45C","High"
"C28H36O12","45C","Low"
"C31H48O9","15C","High"
"C31H48O9","25C","Low"
"C31H48O9","25C","High"
"C31H48O9","45C","High"
"C30H46O10","15C","High"
"C30H46O10","15C","Low"
"C30H46O10","25C","High"
"C30H46O10","25C","Low"
"C30H46O10","45C","High"
"C30H46O10","45C","Low"
"C31H50O9","15C","Low"
"C31H50O9","15C","High"
"C31H50O9","25C","Low"
"C31H50O9","25C","High"
"C31H50O9","45C","High"
"C31H50O9","45C","Low"
"C31H52O9","45C","High"
"C31H52O9","45C","Low"
"C30H34O11","45C","High"
"C30H50O10","45C","High"
"C31H46O10","15C","Low"
"C31H46O10","25C","Low"
"C31H48O10","15C","Low"
"C31H48O10","25C","High"
"C31H48O10","25C","Low"
"C31H48O10","45C","High"
"C30H46O11","25C","High"
"C30H46O11","25C","Low"
"C30H46O11","45C","High"
"C31H50O10","15C","High"
"C31H50O10","15C","Low"
"C31H50O10","25C","Low"
"C31H50O10","45C","High"
"C30H48O11","15C","Low"
"C30H48O11","25C","Low"
"C30H48O11","45C","Low"
"C38H64O4","45C","High"
"C30H50O11","45C","High"
"C30H50O11","45C","Low"
"C35H54O7","45C","High"
"C32H50O10","15C","Low"
"C32H50O10","15C","High"
"C32H50O10","25C","High"
"C32H50O10","25C","Low"
"C32H50O10","45C","High"
"C32H50O10","45C","Low"
"C36H68O6","15C","High"
"C36H68O6","15C","Low"
"C36H68O6","25C","High"
"C36H68O6","25C","Low"
"C36H68O7","15C","Low"
"C37H52O8","15C","Low"
"C38H72O6","15C","High"
"C38H72O6","15C","Low"
"C38H72O6","25C","High"
"C38H72O6","25C","Low"
"C39H76O5","15C","Low"
"C37H54O8","15C","High"
"C37H54O8","15C","Low"
"C38H72O7","15C","Low"
"C38H72O7","25C","Low"
"C37H56O9","15C","Low"
"C40H76O6","15C","Low"
"C40H76O6","25C","High"
"C40H76O6","25C","Low"
"C40H72O7","15C","High"
"C40H60O8","15C","High"
"C40H60O8","15C","Low"
"C40H62O8","15C","High"
"C40H62O8","25C","High"
"C40H62O8","25C","Low"
"C40H62O8","45C","High"
"C40H62O8","45C","Low"
"C42H80O6","15C","High"
"C42H80O6","15C","Low"
"C42H80O6","25C","High"
"C42H80O6","25C","Low"
"C40H58O9","15C","High"
